event_id,equipment_id,ts,event_type,subtype,severity,value,details
EV_E0041_1752302760000000000,E0041,2025-07-12T12:16:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,24.2,Fuel usage unusually high vs baseline
EV_E0041_1752925080000000000,E0041,2025-07-19T17:08:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,36.5,Fuel usage unusually high vs baseline
EV_E0053_1751808060000000000,E0053,2025-07-06T18:51:00+05:30,FUEL,REFUEL,,8.3,Auto-logged fuel transaction
EV_E0053_1746445380000000000,E0053,2025-05-05T17:13:00+05:30,FUEL,REFUEL,,14.5,Auto-logged fuel transaction
EV_E0053_1752999660000000000,E0053,2025-07-20T13:51:00+05:30,FUEL,REFUEL,,11.9,Auto-logged fuel transaction
EV_E0053_1746856620000000000,E0053,2025-05-10T11:27:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0053_1750567020000000000,E0053,2025-06-22T10:07:00+05:30,MAINTENANCE,PREVENTIVE,,3396.09,Scheduled PM
EV_E0053_1751073180000000000,E0053,2025-06-28T06:43:00+05:30,ANOMALY,RAPID_DRAIN,LOW,13.1,Possible leak or theft detected
EV_E0053_1749118260000000000,E0053,2025-06-05T15:41:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,3.8,Idle hours spike beyond threshold
EV_E0053_1749702420000000000,E0053,2025-06-12T09:57:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,4.1,Idle hours spike beyond threshold
EV_E0053_1748081880000000000,E0053,2025-05-24T15:48:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,5.1,Idle hours spike beyond threshold
EV_E0053_1748945040000000000,E0053,2025-06-03T15:34:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,5.4,Idle hours spike beyond threshold
EV_E0053_1746168840000000000,E0053,2025-05-02T12:24:00+05:30,ANOMALY,GPS_DRIFT,HIGH,8.7,GPS drift beyond geofence
EV_E0053_1746237660000000000,E0053,2025-05-03T07:31:00+05:30,ANOMALY,FUEL_SPIKE,LOW,32.4,Fuel usage unusually high vs baseline
EV_E0132_1750771860000000000,E0132,2025-06-24T19:01:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0132_1747635840000000000,E0132,2025-05-19T11:54:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0132_1747484280000000000,E0132,2025-05-17T17:48:00+05:30,FUEL,LOW_FUEL,,10.0,Low fuel threshold crossed
EV_E0132_1750071120000000000,E0132,2025-06-16T16:22:00+05:30,MAINTENANCE,BREAKDOWN,,4703.72,Reactive fix
EV_E0132_1749792900000000000,E0132,2025-06-13T11:05:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,30.9,Fuel usage unusually high vs baseline
EV_E0132_1753758720000000000,E0132,2025-07-29T08:42:00+05:30,ANOMALY,GPS_DRIFT,LOW,6.8,GPS drift beyond geofence
EV_E0132_1746065880000000000,E0132,2025-05-01T07:48:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,3.3,Idle hours spike beyond threshold
EV_E0132_1748365440000000000,E0132,2025-05-27T22:34:00+05:30,ANOMALY,FUEL_SPIKE,LOW,26.6,Fuel usage unusually high vs baseline
EV_E0132_1751908980000000000,E0132,2025-07-07T22:53:00+05:30,ANOMALY,FUEL_SPIKE,LOW,25.4,Fuel usage unusually high vs baseline
EV_E0132_1752596280000000000,E0132,2025-07-15T21:48:00+05:30,ANOMALY,EXCESS_IDLE,LOW,5.4,Idle hours spike beyond threshold
EV_E0067_1750233900000000000,E0067,2025-06-18T13:35:00+05:30,FUEL,REFUEL,,5.6,Auto-logged fuel transaction
EV_E0067_1748500620000000000,E0067,2025-05-29T12:07:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0067_1747821060000000000,E0067,2025-05-21T15:21:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0067_1752913800000000000,E0067,2025-07-19T14:00:00+05:30,MAINTENANCE,OIL_CHANGE,,2284.88,Reactive fix
EV_E0067_1749904800000000000,E0067,2025-06-14T18:10:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,2.0,Idle hours spike beyond threshold
EV_E0067_1753196760000000000,E0067,2025-07-22T20:36:00+05:30,ANOMALY,EXCESS_IDLE,LOW,5.5,Idle hours spike beyond threshold
EV_E0067_1751038260000000000,E0067,2025-06-27T21:01:00+05:30,ANOMALY,GPS_DRIFT,MEDIUM,9.8,GPS drift beyond geofence
EV_E0063_1748261460000000000,E0063,2025-05-26T17:41:00+05:30,FUEL,LOW_FUEL,,10.0,Low fuel threshold crossed
EV_E0063_1748343120000000000,E0063,2025-05-27T16:22:00+05:30,FUEL,REFUEL,,10.7,Auto-logged fuel transaction
EV_E0063_1748691960000000000,E0063,2025-05-31T17:16:00+05:30,FUEL,LOW_FUEL,,16.3,Low fuel threshold crossed
EV_E0063_1746516180000000000,E0063,2025-05-06T12:53:00+05:30,MAINTENANCE,OIL_CHANGE,,3434.73,Reactive fix
EV_E0063_1748011800000000000,E0063,2025-05-23T20:20:00+05:30,ANOMALY,FUEL_SPIKE,LOW,16.5,Fuel usage unusually high vs baseline
EV_E0063_1748053020000000000,E0063,2025-05-24T07:47:00+05:30,ANOMALY,FUEL_SPIKE,LOW,31.6,Fuel usage unusually high vs baseline
EV_E0063_1752899700000000000,E0063,2025-07-19T10:05:00+05:30,ANOMALY,FUEL_SPIKE,LOW,16.7,Fuel usage unusually high vs baseline
EV_E0063_1750131360000000000,E0063,2025-06-17T09:06:00+05:30,ANOMALY,FUEL_SPIKE,LOW,26.1,Fuel usage unusually high vs baseline
EV_E0063_1750988520000000000,E0063,2025-06-27T07:12:00+05:30,ANOMALY,GPS_DRIFT,HIGH,7.9,GPS drift beyond geofence
EV_E0075_1750856700000000000,E0075,2025-06-25T18:35:00+05:30,FUEL,LOW_FUEL,,22.4,Low fuel threshold crossed
EV_E0075_1748247960000000000,E0075,2025-05-26T13:56:00+05:30,FUEL,LOW_FUEL,,10.5,Low fuel threshold crossed
EV_E0075_1749449640000000000,E0075,2025-06-09T11:44:00+05:30,FUEL,LOW_FUEL,,24.8,Low fuel threshold crossed
EV_E0075_1752385860000000000,E0075,2025-07-13T11:21:00+05:30,MAINTENANCE,BREAKDOWN,,2729.11,Reactive fix
EV_E0075_1749793140000000000,E0075,2025-06-13T11:09:00+05:30,ANOMALY,FUEL_SPIKE,LOW,23.7,Fuel usage unusually high vs baseline
EV_E0075_1752455340000000000,E0075,2025-07-14T06:39:00+05:30,ANOMALY,RAPID_DRAIN,HIGH,12.6,Possible leak or theft detected
EV_E0075_1748669760000000000,E0075,2025-05-31T11:06:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.8,Idle hours spike beyond threshold
EV_E0075_1747492560000000000,E0075,2025-05-17T20:06:00+05:30,ANOMALY,EXCESS_IDLE,LOW,1.4,Idle hours spike beyond threshold
EV_E0040_1746932160000000000,E0040,2025-05-11T08:26:00+05:30,FUEL,REFUEL,,13.1,Auto-logged fuel transaction
EV_E0040_1748922660000000000,E0040,2025-06-03T09:21:00+05:30,FUEL,LOW_FUEL,,22.7,Low fuel threshold crossed
EV_E0040_1746607440000000000,E0040,2025-05-07T14:14:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0040_1753167900000000000,E0040,2025-07-22T12:35:00+05:30,MAINTENANCE,PREVENTIVE,,4216.52,Scheduled PM
EV_E0040_1752848940000000000,E0040,2025-07-18T19:59:00+05:30,ANOMALY,RAPID_DRAIN,LOW,14.6,Possible leak or theft detected
EV_E0040_1747964220000000000,E0040,2025-05-23T07:07:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,17.1,Fuel usage unusually high vs baseline
EV_E0040_1750591260000000000,E0040,2025-06-22T16:51:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,4.2,Idle hours spike beyond threshold
EV_E0040_1750312440000000000,E0040,2025-06-19T11:24:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,4.2,Idle hours spike beyond threshold
EV_E0014_1746873360000000000,E0014,2025-05-10T16:06:00+05:30,FUEL,REFUEL,,6.2,Auto-logged fuel transaction
EV_E0014_1749553980000000000,E0014,2025-06-10T16:43:00+05:30,FUEL,REFUEL,,12.7,Auto-logged fuel transaction
EV_E0014_1748081340000000000,E0014,2025-05-24T15:39:00+05:30,FUEL,LOW_FUEL,,21.3,Low fuel threshold crossed
EV_E0014_1752230460000000000,E0014,2025-07-11T16:11:00+05:30,MAINTENANCE,FILTER_REPLACE,,3067.93,Reactive fix
EV_E0014_1749657300000000000,E0014,2025-06-11T21:25:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,5.7,Idle hours spike beyond threshold
EV_E0014_1746415680000000000,E0014,2025-05-05T08:58:00+05:30,ANOMALY,FUEL_SPIKE,LOW,14.2,Fuel usage unusually high vs baseline
EV_E0014_1751550300000000000,E0014,2025-07-03T19:15:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,4.1,Idle hours spike beyond threshold
EV_E0014_1753432380000000000,E0014,2025-07-25T14:03:00+05:30,ANOMALY,GPS_DRIFT,HIGH,5.0,GPS drift beyond geofence
EV_E0014_1750228200000000000,E0014,2025-06-18T12:00:00+05:30,ANOMALY,FUEL_SPIKE,LOW,26.2,Fuel usage unusually high vs baseline
EV_E0014_1749886920000000000,E0014,2025-06-14T13:12:00+05:30,ANOMALY,GPS_DRIFT,LOW,9.2,GPS drift beyond geofence
EV_E0014_1753956900000000000,E0014,2025-07-31T15:45:00+05:30,ANOMALY,FUEL_SPIKE,LOW,21.6,Fuel usage unusually high vs baseline
EV_E0085_1747542240000000000,E0085,2025-05-18T09:54:00+05:30,FUEL,LOW_FUEL,,14.5,Low fuel threshold crossed
EV_E0085_1747709040000000000,E0085,2025-05-20T08:14:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0085_1751984400000000000,E0085,2025-07-08T19:50:00+05:30,FUEL,REFUEL,,7.3,Auto-logged fuel transaction
EV_E0085_1750913220000000000,E0085,2025-06-26T10:17:00+05:30,MAINTENANCE,BREAKDOWN,,2275.57,Reactive fix
EV_E0085_1747450500000000000,E0085,2025-05-17T08:25:00+05:30,ANOMALY,RAPID_DRAIN,HIGH,17.6,Possible leak or theft detected
EV_E0085_1753808160000000000,E0085,2025-07-29T22:26:00+05:30,ANOMALY,RAPID_DRAIN,HIGH,6.5,Possible leak or theft detected
EV_E0085_1753869960000000000,E0085,2025-07-30T15:36:00+05:30,ANOMALY,FUEL_SPIKE,LOW,17.8,Fuel usage unusually high vs baseline
EV_E0085_1747819440000000000,E0085,2025-05-21T14:54:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.8,Idle hours spike beyond threshold
EV_E0085_1749963480000000000,E0085,2025-06-15T10:28:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.4,Idle hours spike beyond threshold
EV_E0085_1749104460000000000,E0085,2025-06-05T11:51:00+05:30,ANOMALY,FUEL_SPIKE,LOW,21.1,Fuel usage unusually high vs baseline
EV_E0071_1750050060000000000,E0071,2025-06-16T10:31:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0071_1746096240000000000,E0071,2025-05-01T16:14:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0071_1750587540000000000,E0071,2025-06-22T15:49:00+05:30,FUEL,REFUEL,,6.1,Auto-logged fuel transaction
EV_E0071_1747364460000000000,E0071,2025-05-16T08:31:00+05:30,MAINTENANCE,FILTER_REPLACE,,2892.26,Reactive fix
EV_E0071_1748576820000000000,E0071,2025-05-30T09:17:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,4.8,Idle hours spike beyond threshold
EV_E0071_1749698100000000000,E0071,2025-06-12T08:45:00+05:30,ANOMALY,FUEL_SPIKE,LOW,30.9,Fuel usage unusually high vs baseline
EV_E0071_1749639420000000000,E0071,2025-06-11T16:27:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,31.9,Fuel usage unusually high vs baseline
EV_E0071_1746799560000000000,E0071,2025-05-09T19:36:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,17.2,Fuel usage unusually high vs baseline
EV_E0071_1748071440000000000,E0071,2025-05-24T12:54:00+05:30,ANOMALY,RAPID_DRAIN,LOW,5.8,Possible leak or theft detected
EV_E0071_1749006600000000000,E0071,2025-06-04T08:40:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,21.3,Fuel usage unusually high vs baseline
EV_E0071_1749567300000000000,E0071,2025-06-10T20:25:00+05:30,ANOMALY,FUEL_SPIKE,LOW,18.0,Fuel usage unusually high vs baseline
EV_E0071_1747494360000000000,E0071,2025-05-17T20:36:00+05:30,ANOMALY,FUEL_SPIKE,LOW,21.9,Fuel usage unusually high vs baseline
EV_E0027_1752716520000000000,E0027,2025-07-17T07:12:00+05:30,FUEL,REFUEL,,12.9,Auto-logged fuel transaction
EV_E0027_1746769980000000000,E0027,2025-05-09T11:23:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0027_1751606040000000000,E0027,2025-07-04T10:44:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0027_1751867280000000000,E0027,2025-07-07T11:18:00+05:30,MAINTENANCE,PREVENTIVE,,2483.96,Scheduled PM
EV_E0027_1746146220000000000,E0027,2025-05-02T06:07:00+05:30,ANOMALY,FUEL_SPIKE,LOW,16.8,Fuel usage unusually high vs baseline
EV_E0027_1749621300000000000,E0027,2025-06-11T11:25:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,19.1,Fuel usage unusually high vs baseline
EV_E0027_1746354420000000000,E0027,2025-05-04T15:57:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,28.3,Fuel usage unusually high vs baseline
EV_E0027_1749093600000000000,E0027,2025-06-05T08:50:00+05:30,ANOMALY,RAPID_DRAIN,LOW,5.0,Possible leak or theft detected
EV_E0027_1749219780000000000,E0027,2025-06-06T19:53:00+05:30,ANOMALY,RAPID_DRAIN,LOW,11.0,Possible leak or theft detected
EV_E0027_1748863440000000000,E0027,2025-06-02T16:54:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,3.7,Idle hours spike beyond threshold
EV_E0027_1749475920000000000,E0027,2025-06-09T19:02:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,15.4,Fuel usage unusually high vs baseline
EV_E0009_1748744580000000000,E0009,2025-06-01T07:53:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0009_1748568780000000000,E0009,2025-05-30T07:03:00+05:30,FUEL,LOW_FUEL,,10.0,Low fuel threshold crossed
EV_E0009_1747817040000000000,E0009,2025-05-21T14:14:00+05:30,FUEL,LOW_FUEL,,17.5,Low fuel threshold crossed
EV_E0009_1746762900000000000,E0009,2025-05-09T09:25:00+05:30,MAINTENANCE,OIL_CHANGE,,2668.7,Reactive fix
EV_E0009_1748231400000000000,E0009,2025-05-26T09:20:00+05:30,ANOMALY,RAPID_DRAIN,LOW,6.1,Possible leak or theft detected
EV_E0009_1753710300000000000,E0009,2025-07-28T19:15:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.1,Idle hours spike beyond threshold
EV_E0009_1747649820000000000,E0009,2025-05-19T15:47:00+05:30,ANOMALY,RAPID_DRAIN,LOW,14.0,Possible leak or theft detected
EV_E0009_1749518760000000000,E0009,2025-06-10T06:56:00+05:30,ANOMALY,GPS_DRIFT,HIGH,7.0,GPS drift beyond geofence
EV_E0009_1753454160000000000,E0009,2025-07-25T20:06:00+05:30,ANOMALY,FUEL_SPIKE,LOW,18.0,Fuel usage unusually high vs baseline
EV_E0009_1748853060000000000,E0009,2025-06-02T14:01:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,1.9,Idle hours spike beyond threshold
EV_E0009_1746851760000000000,E0009,2025-05-10T10:06:00+05:30,ANOMALY,GPS_DRIFT,MEDIUM,5.3,GPS drift beyond geofence
EV_E0009_1746167820000000000,E0009,2025-05-02T12:07:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,5.0,Idle hours spike beyond threshold
EV_E0087_1747386540000000000,E0087,2025-05-16T14:39:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0087_1753234980000000000,E0087,2025-07-23T07:13:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0087_1747712580000000000,E0087,2025-05-20T09:13:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0087_1750317180000000000,E0087,2025-06-19T12:43:00+05:30,MAINTENANCE,OIL_CHANGE,,4258.96,Reactive fix
EV_E0087_1747545720000000000,E0087,2025-05-18T10:52:00+05:30,ANOMALY,FUEL_SPIKE,LOW,33.9,Fuel usage unusually high vs baseline
EV_E0087_1747120380000000000,E0087,2025-05-13T12:43:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,31.9,Fuel usage unusually high vs baseline
EV_E0087_1747189260000000000,E0087,2025-05-14T07:51:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,4.7,Idle hours spike beyond threshold
EV_E0087_1751381760000000000,E0087,2025-07-01T20:26:00+05:30,ANOMALY,RAPID_DRAIN,HIGH,15.3,Possible leak or theft detected
EV_E0109_1747131300000000000,E0109,2025-05-13T15:45:00+05:30,FUEL,LOW_FUEL,,11.2,Low fuel threshold crossed
EV_E0109_1749196860000000000,E0109,2025-06-06T13:31:00+05:30,FUEL,LOW_FUEL,,26.9,Low fuel threshold crossed
EV_E0109_1748766660000000000,E0109,2025-06-01T14:01:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0109_1750073220000000000,E0109,2025-06-16T16:57:00+05:30,MAINTENANCE,BREAKDOWN,,2795.0,Reactive fix
EV_E0109_1751331120000000000,E0109,2025-07-01T06:22:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,6.0,Idle hours spike beyond threshold
EV_E0109_1750572900000000000,E0109,2025-06-22T11:45:00+05:30,ANOMALY,EXCESS_IDLE,LOW,4.9,Idle hours spike beyond threshold
EV_E0109_1749575280000000000,E0109,2025-06-10T22:38:00+05:30,ANOMALY,GPS_DRIFT,MEDIUM,10.1,GPS drift beyond geofence
EV_E0109_1750431000000000000,E0109,2025-06-20T20:20:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,3.1,Idle hours spike beyond threshold
EV_E0109_1747566000000000000,E0109,2025-05-18T16:30:00+05:30,ANOMALY,EXCESS_IDLE,LOW,5.2,Idle hours spike beyond threshold
EV_E0109_1747051020000000000,E0109,2025-05-12T17:27:00+05:30,ANOMALY,GPS_DRIFT,LOW,7.9,GPS drift beyond geofence
EV_E0109_1746599100000000000,E0109,2025-05-07T11:55:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,10.0,Fuel usage unusually high vs baseline
EV_E0109_1747489920000000000,E0109,2025-05-17T19:22:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,3.9,Idle hours spike beyond threshold
EV_E0109_1751277300000000000,E0109,2025-06-30T15:25:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,6.2,Idle hours spike beyond threshold
EV_E0138_1747291260000000000,E0138,2025-05-15T12:11:00+05:30,FUEL,REFUEL,,9.7,Auto-logged fuel transaction
EV_E0138_1750168560000000000,E0138,2025-06-17T19:26:00+05:30,FUEL,REFUEL,,11.6,Auto-logged fuel transaction
EV_E0138_1752812760000000000,E0138,2025-07-18T09:56:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0138_1751880360000000000,E0138,2025-07-07T14:56:00+05:30,MAINTENANCE,PREVENTIVE,,3129.2,Scheduled PM
EV_E0138_1748930280000000000,E0138,2025-06-03T11:28:00+05:30,ANOMALY,RAPID_DRAIN,LOW,10.6,Possible leak or theft detected
EV_E0138_1750254480000000000,E0138,2025-06-18T19:18:00+05:30,ANOMALY,FUEL_SPIKE,LOW,36.5,Fuel usage unusually high vs baseline
EV_E0138_1749449520000000000,E0138,2025-06-09T11:42:00+05:30,ANOMALY,FUEL_SPIKE,LOW,21.3,Fuel usage unusually high vs baseline
EV_E0138_1749135360000000000,E0138,2025-06-05T20:26:00+05:30,ANOMALY,EXCESS_IDLE,LOW,4.6,Idle hours spike beyond threshold
EV_E0138_1751029200000000000,E0138,2025-06-27T18:30:00+05:30,ANOMALY,RAPID_DRAIN,HIGH,11.4,Possible leak or theft detected
EV_E0083_1748522940000000000,E0083,2025-05-29T18:19:00+05:30,FUEL,LOW_FUEL,,12.7,Low fuel threshold crossed
EV_E0083_1753077480000000000,E0083,2025-07-21T11:28:00+05:30,FUEL,LOW_FUEL,,16.7,Low fuel threshold crossed
EV_E0083_1751088600000000000,E0083,2025-06-28T11:00:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0083_1752301380000000000,E0083,2025-07-12T11:53:00+05:30,MAINTENANCE,OIL_CHANGE,,2097.61,Reactive fix
EV_E0083_1746788160000000000,E0083,2025-05-09T16:26:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,20.1,Fuel usage unusually high vs baseline
EV_E0083_1751548620000000000,E0083,2025-07-03T18:47:00+05:30,ANOMALY,EXCESS_IDLE,LOW,2.8,Idle hours spike beyond threshold
EV_E0083_1750958340000000000,E0083,2025-06-26T22:49:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,5.4,Idle hours spike beyond threshold
EV_E0083_1751890380000000000,E0083,2025-07-07T17:43:00+05:30,ANOMALY,GPS_DRIFT,MEDIUM,9.3,GPS drift beyond geofence
EV_E0083_1750231380000000000,E0083,2025-06-18T12:53:00+05:30,ANOMALY,EXCESS_IDLE,LOW,4.3,Idle hours spike beyond threshold
EV_E0083_1749707880000000000,E0083,2025-06-12T11:28:00+05:30,ANOMALY,GPS_DRIFT,HIGH,7.2,GPS drift beyond geofence
EV_E0083_1752919920000000000,E0083,2025-07-19T15:42:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,28.1,Fuel usage unusually high vs baseline
EV_E0016_1746623760000000000,E0016,2025-05-07T18:46:00+05:30,FUEL,REFUEL,,11.3,Auto-logged fuel transaction
EV_E0016_1753011480000000000,E0016,2025-07-20T17:08:00+05:30,FUEL,REFUEL,,7.6,Auto-logged fuel transaction
EV_E0016_1747024380000000000,E0016,2025-05-12T10:03:00+05:30,FUEL,REFUEL,,14.1,Auto-logged fuel transaction
EV_E0016_1746848520000000000,E0016,2025-05-10T09:12:00+05:30,MAINTENANCE,PREVENTIVE,,2024.47,Scheduled PM
EV_E0016_1748625180000000000,E0016,2025-05-30T22:43:00+05:30,ANOMALY,EXCESS_IDLE,LOW,5.1,Idle hours spike beyond threshold
EV_E0016_1747454460000000000,E0016,2025-05-17T09:31:00+05:30,ANOMALY,RAPID_DRAIN,LOW,5.0,Possible leak or theft detected
EV_E0016_1748936340000000000,E0016,2025-06-03T13:09:00+05:30,ANOMALY,GPS_DRIFT,LOW,7.7,GPS drift beyond geofence
EV_E0016_1747561080000000000,E0016,2025-05-18T15:08:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,11.8,Possible leak or theft detected
EV_E0016_1749486360000000000,E0016,2025-06-09T21:56:00+05:30,ANOMALY,FUEL_SPIKE,LOW,25.6,Fuel usage unusually high vs baseline
EV_E0016_1751878500000000000,E0016,2025-07-07T14:25:00+05:30,ANOMALY,FUEL_SPIKE,LOW,34.5,Fuel usage unusually high vs baseline
EV_E0016_1753718580000000000,E0016,2025-07-28T21:33:00+05:30,ANOMALY,FUEL_SPIKE,LOW,28.0,Fuel usage unusually high vs baseline
EV_E0016_1749267600000000000,E0016,2025-06-07T09:10:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,21.1,Fuel usage unusually high vs baseline
EV_E0016_1752848340000000000,E0016,2025-07-18T19:49:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,9.0,Possible leak or theft detected
EV_E0116_1747388700000000000,E0116,2025-05-16T15:15:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0116_1746769200000000000,E0116,2025-05-09T11:10:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0116_1752661560000000000,E0116,2025-07-16T15:56:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0116_1750575660000000000,E0116,2025-06-22T12:31:00+05:30,MAINTENANCE,PREVENTIVE,,2731.42,Scheduled PM
EV_E0116_1753936140000000000,E0116,2025-07-31T09:59:00+05:30,ANOMALY,GPS_DRIFT,LOW,5.0,GPS drift beyond geofence
EV_E0116_1751794200000000000,E0116,2025-07-06T15:00:00+05:30,ANOMALY,EXCESS_IDLE,LOW,2.1,Idle hours spike beyond threshold
EV_E0116_1750661520000000000,E0116,2025-06-23T12:22:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.2,Idle hours spike beyond threshold
EV_E0116_1747218780000000000,E0116,2025-05-14T16:03:00+05:30,ANOMALY,FUEL_SPIKE,LOW,37.4,Fuel usage unusually high vs baseline
EV_E0116_1750872480000000000,E0116,2025-06-25T22:58:00+05:30,ANOMALY,FUEL_SPIKE,LOW,25.7,Fuel usage unusually high vs baseline
EV_E0116_1752325860000000000,E0116,2025-07-12T18:41:00+05:30,ANOMALY,FUEL_SPIKE,LOW,24.6,Fuel usage unusually high vs baseline
EV_E0116_1753286580000000000,E0116,2025-07-23T21:33:00+05:30,ANOMALY,GPS_DRIFT,MEDIUM,9.4,GPS drift beyond geofence
EV_E0021_1750232400000000000,E0021,2025-06-18T13:10:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0021_1750839660000000000,E0021,2025-06-25T13:51:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0021_1748343960000000000,E0021,2025-05-27T16:36:00+05:30,FUEL,REFUEL,,7.1,Auto-logged fuel transaction
EV_E0021_1751250720000000000,E0021,2025-06-30T08:02:00+05:30,MAINTENANCE,PREVENTIVE,,2459.27,Scheduled PM
EV_E0021_1751188680000000000,E0021,2025-06-29T14:48:00+05:30,ANOMALY,FUEL_SPIKE,LOW,22.9,Fuel usage unusually high vs baseline
EV_E0021_1750126140000000000,E0021,2025-06-17T07:39:00+05:30,ANOMALY,FUEL_SPIKE,LOW,22.7,Fuel usage unusually high vs baseline
EV_E0021_1751454360000000000,E0021,2025-07-02T16:36:00+05:30,ANOMALY,EXCESS_IDLE,LOW,2.4,Idle hours spike beyond threshold
EV_E0021_1746878940000000000,E0021,2025-05-10T17:39:00+05:30,ANOMALY,FUEL_SPIKE,LOW,14.2,Fuel usage unusually high vs baseline
EV_E0021_1752480720000000000,E0021,2025-07-14T13:42:00+05:30,ANOMALY,FUEL_SPIKE,LOW,22.2,Fuel usage unusually high vs baseline
EV_E0015_1753526580000000000,E0015,2025-07-26T16:13:00+05:30,FUEL,REFUEL,,8.9,Auto-logged fuel transaction
EV_E0015_1751876760000000000,E0015,2025-07-07T13:56:00+05:30,FUEL,REFUEL,,6.8,Auto-logged fuel transaction
EV_E0015_1753711260000000000,E0015,2025-07-28T19:31:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0015_1749037980000000000,E0015,2025-06-04T17:23:00+05:30,MAINTENANCE,OIL_CHANGE,,1902.74,Reactive fix
EV_E0015_1750860000000000000,E0015,2025-06-25T19:30:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,11.5,Possible leak or theft detected
EV_E0015_1750676160000000000,E0015,2025-06-23T16:26:00+05:30,ANOMALY,FUEL_SPIKE,LOW,19.1,Fuel usage unusually high vs baseline
